film,datetime,sample,unique_id,characters,plot,setting,themes,overall
laura-croft-tomb-raider,20240627-210834,1,hBH2UuAP,75,80,50,0,51.25
laura-croft-tomb-raider,20240627-212143,2,WgVRT2U9,85,80,44,57,66.5
laura-croft-tomb-raider,20240627-213520,3,mjrZzPWN,77,80,60,50,66.75
laura-croft-tomb-raider,20240627-214844,4,MJ0Hejd2,88,82,56,75,75.25
laura-croft-tomb-raider,20240627-220203,5,x358EEc5,82,79,60,0,55.25
laura-croft-tomb-raider,20240627-221552,6,bB0d2mF4,74,72,44,65,63.75
laura-croft-tomb-raider,20240627-222912,7,wKINlGRX,77,80,54,65,69.0
laura-croft-tomb-raider,20240627-224236,8,QxOqZun3,80,86,60,48,68.5
laura-croft-tomb-raider,20240627-225557,9,VpT1amr7,72,83,55,65,68.75
laura-croft-tomb-raider,20240627-230943,10,c4igXo82,85,80,30,65,65.0
laura-croft-tomb-raider,20240627-232300,11,QNMeFvQK,80,80,56,0,54.0
laura-croft-tomb-raider,20240627-233612,12,jBNpysyC,75,80,48,40,60.75
laura-croft-tomb-raider,20240627-234945,13,6E9wcNLG,76,74,40,45,58.75
laura-croft-tomb-raider,20240628-000248,14,8s34gkbS,78,85,40,25,57.0
laura-croft-tomb-raider,20240628-001557,15,mrfYFrYa,94,80,44,68,71.5
laura-croft-tomb-raider,20240628-002907,16,gbGHBskn,80,85,40,48,63.25
laura-croft-tomb-raider,20240628-004218,17,QAxJCJMk,75,79,50,70,68.5
laura-croft-tomb-raider,20240628-005526,18,uegJAFCy,78,84,40,25,56.75
laura-croft-tomb-raider,20240628-010852,19,hG5wijFd,63,84,44,48,59.75
laura-croft-tomb-raider,20240628-012225,20,Meg0cntU,78,0,50,25,38.25
