film,datetime,sample,unique_id,characters,plot,setting,themes,overall
indiana-jones-and-the-temple-of-doom,20240627-173915,1,85qEiIt9,91,78,70,60,74.75
indiana-jones-and-the-temple-of-doom,20240627-175248,2,kmtipQXw,94,83,75,65,79.25
indiana-jones-and-the-temple-of-doom,20240627-180626,3,jzYXSo5w,88,80,84,55,76.75
indiana-jones-and-the-temple-of-doom,20240627-182023,4,455FGiw3,88,80,75,65,77.0
indiana-jones-and-the-temple-of-doom,20240627-183357,5,c3Mn1ipe,88,78,80,0,61.5
indiana-jones-and-the-temple-of-doom,20240627-184735,6,Phh8GdCn,88,0,76,30,48.5
indiana-jones-and-the-temple-of-doom,20240627-190126,7,fk5vEhDD,91,81,78,48,74.5
indiana-jones-and-the-temple-of-doom,20240627-191503,8,ctYCCaJ0,92,78,70,45,71.25
indiana-jones-and-the-temple-of-doom,20240627-192823,9,JKqifUUg,90,73,70,70,75.75
indiana-jones-and-the-temple-of-doom,20240627-194146,10,sfYiaSj2,93,80,80,0,63.25
