film,datetime,sample,unique_id,characters,plot,setting,themes,overall
la-la-land,20240627-174043,1,PaJlvvEJ,74,60,15,23,43.0
la-la-land,20240627-175413,2,QQkrabrb,52,62,18,25,39.25
la-la-land,20240627-180746,3,R22hkZav,61,60,16,50,46.75
la-la-land,20240627-182146,4,XFXMSYvh,57,62,16,25,40.0
la-la-land,20240627-183521,5,YZb86YwB,67,42,16,25,37.5
la-la-land,20240627-184853,6,f4LznaK5,57,63,22,40,45.5
la-la-land,20240627-190246,7,VnsGwLow,56,0,30,25,27.75
la-la-land,20240627-191623,8,yUPJCAfp,60,70,16,11,39.25
la-la-land,20240627-192947,9,xp7E21xA,75,0,15,40,32.5
la-la-land,20240627-194301,10,ZVwvlRNf,57,45,16,25,35.75
