film,datetime,sample,unique_id,characters,plot,setting,themes,overall
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-173632,1,iG9MneqB,85,0,52,0,34.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-175009,2,UR6gK1oV,85,0,56,55,49.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-180341,3,4lvxWBTU,85,79,64,40,67.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-181740,4,OC2SnxF8,81,75,50,48,63.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-183102,5,guzi5K06,88,0,52,55,48.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-184445,6,29yMrEh2,85,73,56,50,66.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-185849,7,TU00ywel,85,0,70,48,50.75
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-191232,8,A4ekLOBR,91,79,52,50,68.0
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-192546,9,fBcF9qdA,85,0,56,0,35.25
indiana-jones-and-the-kingdom-of-the-crystal-skull,20240627-193914,10,WkZQ6Ro1,80,80,60,0,55.0
